from,to,region
3350000,3379999,Республика Татарстан
3380000,3399999,Республика Тыва
3400000,3409999,Республика Хакасия
3410000,3429999,Самарская обл.
3430000,3459999,Сахалинская обл.
3460000,3469999,Смоленская обл.
3470000,3479999,Тверская обл.
3480000,3489999,Мурманская обл.
3490000,3499999,Орловская обл.
3500000,3509999,Республика Бурятия
3510000,3529999,Республика Дагестан
3530000,3539999,Республика Калмыкия
3540000,3549999,Ивановская обл.
3550000,3559999,Ямало-Ненецкий АО
3560000,3579999,Волгоградская обл.
3580000,3589999,Калужская обл.
3590000,3759999,г. Москва и Московская область
3760000,3829999,Новосибирская обл.
3830000,3879999,Амурская обл.
3880000,3939999,Хабаровский край
3940000,3999999,Омская обл.
4000000,4049999,Республика Башкортостан
4050000,4109999,Краснодарский край
4110000,4159999,Кемеровская обл.
4160000,4189999,Ставропольский край
4190000,4229999,Республика Дагестан
4230000,4269999,Приморский край
4270000,4309999,Красноярский край
4310000,4349999,Тульская обл.
4350000,4379999,Иркутская обл.
4380000,4409999,Ростовская обл.
4410000,4439999,Владимирская обл.
4440000,4469999,Ханты - Мансийский - Югра АО
4470000,4499999,Брянская обл.
4500000,4529999,Воронежская обл.
4530000,4539999,Забайкальский край
4540000,4549999,Еврейская автономная обл.
4550000,4599999,Алтайский край
4600000,4629999,Амурская обл.
4630000,4689999,Архангельская область и Ненецкий автономный округ
4690000,4729999,Астраханская обл.
4730000,4749999,Белгородская обл.
4750000,4779999,Брянская обл.
4780000,4819999,Владимирская обл.
4820000,4929999,Волгоградская обл.
4930000,4969999,Вологодская обл.
4970000,4999999,г. Санкт-Петербург и Ленинградская область
5000000,5019999,Алтайский край
5020000,5039999,Архангельская область и Ненецкий автономный округ
5040000,5059999,Астраханская обл.
5060000,5069999,Белгородская обл.
5070000,5079999,Брянская обл.
5080000,5089999,Владимирская обл.
5090000,5119999,Волгоградская обл.
5120000,5139999,Вологодская обл.
5140000,5159999,Забайкальский край
5160000,5179999,Ивановская обл.
5180000,5209999,Кабардино-Балкарская Республика
5210000,5229999,Калининградская обл.
5230000,5239999,Калужская обл.
5240000,5249999,Карачаево-Черкесская Республика
5250000,5289999,Кемеровская обл.
5290000,5299999,Кировская обл.
5300000,5309999,Костромская обл.
5310000,5379999,Краснодарский край
5380000,5429999,Красноярский край
5430000,5569999,Новосибирская обл.
5570000,5589999,Курганская обл.
5590000,5599999,Магаданская обл.
5600000,5629999,Мурманская обл.
5630000,5679999,Нижегородская обл.
5680000,5699999,Новгородская обл.
5700000,5709999,Омская обл.
5710000,5729999,Оренбургская обл.
5730000,5739999,Орловская обл.
5740000,5749999,Пензенская обл.
5750000,5769999,Пермский край
5770000,5789999,Республика Северная Осетия - Алания
5790000,5829999,Республика Башкортостан
5830000,5849999,Республика Бурятия
5850000,5869999,Республика Дагестан
5870000,5879999,Республика Ингушетия
5880000,5889999,Республика Калмыкия
5890000,5909999,Республика Коми
5910000,6009999,Свердловская обл.
6010000,6019999,Республика Мордовия
6020000,6049999,Республика Саха /Якутия/
6050000,6089999,Республика Татарстан
6090000,6099999,Республика Тыва
6100000,6159999,Ростовская обл.
6160000,6189999,Рязанская обл.
6190000,6259999,Самарская обл.
6260000,6269999,Саратовская обл.
6270000,6279999,Сахалинская обл.
6280000,6299999,Смоленская обл.
6300000,6339999,Ставропольский край
6340000,6359999,Тверская обл.
6360000,6389999,Томская обл.
6390000,6419999,Тюменская обл.
6420000,6429999,Ульяновская обл.
6430000,6449999,Чувашская Республика
6450000,6819999,г. Москва и Московская область
6820000,6859999,Хабаровский край
6860000,6899999,Ханты - Мансийский - Югра АО
6900000,6929999,Челябинская обл.
6930000,6939999,Удмуртская Республика
6940000,6969999,Ямало-Ненецкий АО
6970000,6989999,Ярославская обл.
6999000,6999999,Оренбургская обл.
7000000,7099999,Алтайский край
7200000,7499999,Самарская обл.
7500000,7529999,Республика Марий Эл
7550000,7999999,г. Санкт-Петербург и Ленинградская область
8000000,8149999,Пензенская обл.
8499000,8499999,Пензенская обл.
8500000,8549999,Чувашская Республика
8880000,8889999,г. Москва и Московская область
9000000,9099999,Республика Татарстан
9100000,9119999,Рязанская обл.
9120000,9139999,Астраханская обл.
9140000,9159999,Республика Саха /Якутия/
9160000,9179999,Кабардино-Балкарская Республика
9180000,9199999,Ивановская обл.
9200000,9219999,Архангельская область и Ненецкий автономный округ
9220000,9239999,Тверская обл.
9240000,9259999,Оренбургская обл.
9260000,9279999,Ярославская обл.
9280000,9299999,Липецкая обл.
9300000,9319999,Костромская обл.
9320000,9339999,Республика Хакасия
9340000,9349999,Мурманская обл.
9350000,9369999,Республика Бурятия
9370000,9389999,Томская обл.
9390000,9409999,Новгородская обл.
9410000,9429999,Республика Северная Осетия - Алания
9430000,9449999,Курская обл.
9450000,9459999,Вологодская обл.
9460000,9469999,Тюменская обл.
9470000,9479999,Псковская обл.
9480000,9489999,Карачаево-Черкесская Республика
9490000,9499999,Чувашская Республика
9500000,9509999,Республика Ингушетия
9510000,9519999,Алтайский край
9520000,9529999,Республика Татарстан
9530000,9539999,Ульяновская обл.
9540000,9549999,Смоленская обл.
9550000,9559999,Калужская обл.
9560000,9569999,Республика Адыгея
9570000,9579999,Тамбовская обл.
9580000,9589999,Республика Марий Эл
9590000,9599999,Калининградская обл.
9600000,9609999,Республика Мордовия
9610000,9619999,Пензенская обл.
9620000,9629999,Республика Алтай
9630000,9639999,Республика Карелия
9640000,9989999,г. Москва и Московская область
9999000,9999999,Республика Татарстан
