from,to,region
0,39999,Архангельская обл.
40000,49999,Ненецкий АО
50000,199999,Архангельская обл.
200000,299999,Мурманская обл.
300000,899999,Республика Татарстан
900000,999999,Республика Марий Эл
1000000,1399999,Воронежская обл.
1400000,1599999,Липецкая обл.
1600000,1999999,Нижегородская обл.
2000000,2099999,Новгородская обл.
2100000,2199999,Республика Карелия
2200000,2299999,Псковская обл.
2300000,2899999,г. Санкт-Петербург и Ленинградская область
2900000,2999999,Вологодская обл.
3000000,3149999,Чувашская Республика
3150000,3299999,Пензенская обл.
3300000,3399999,Республика Мордовия
3400000,3599999,Саратовская обл.
3600000,3799999,Ульяновская обл.
3800000,3999999,Республика Башкортостан
4000000,4069999,Республика Северная Осетия - Алания
4070000,4219999,Республика Дагестан
4220000,4319999,Республика Кабардино-Балкарская
4320000,4359999,Республика Ингушетия
4360000,4379999,Республика Адыгея
4380000,4399999,Республика Карачаево-Черкесская
4400000,4419999,Республика Чеченская
4420000,4709999,Ростовская обл.
4710000,4989999,Краснодарский край
4990000,4999999,Республика Адыгея
5000000,5139999,Ивановская обл.
5140000,5259999,Калужская обл.
5260000,5459999,Ярославская обл.
5460000,5649999,Брянская обл.
5650000,5789999,Рязанская обл.
5790000,5929999,Смоленская обл.
5930000,6199999,Тульская обл.
6200000,6409999,Белгородская обл.
6410000,6569999,Орловская обл.
6570000,6729999,Тамбовская обл.
6730000,6999999,Курская обл.
7000000,7189999,Тверская обл.
7190000,7379999,Владимирская обл.
7380000,7499999,Костромская обл.
7500000,7509999,Ханты - Мансийский - Югра АО
7510000,7749999,Красноярский край
7750000,7779999,Республика Хакасия
7780000,7789999,Республика Тыва
7790000,7999999,Новосибирская обл.
8000000,8079999,Республика Башкортостан
8080000,8509999,Самарская обл.
8510000,8669999,Астраханская обл.
8670000,8969999,Волгоградская обл.
8970000,8999999,Республика Калмыкия
9000000,9359999,Кемеровская обл.
9360000,9669999,Алтайский край
9670000,9689999,Республика Алтай
9690000,9799999,Томская обл.
9800000,9999999,Омская обл.
