from,to,region
0,319999,Свердловская обл.
320000,499999,Ханты - Мансийский - Югра АО
500000,679999,Республика Удмуртская
680000,999999,Челябинская обл.
1000000,1199999,Пермский край
1200000,1299999,Республика Коми
1300000,1449999,Кировская обл.
1450000,1499999,Курганская обл.
1500000,1699999,г. Москва и Московская область
1700000,1799999,Курганская обл.
1800000,1949999,Тюменская обл.
1950000,1999999,Ямало-Ненецкий АО
2000000,2099999,Белгородская обл.
2100000,2179999,Воронежская обл.
2180000,2249999,Липецкая обл.
2250000,2309999,Орловская обл.
2310000,2359999,Тамбовская обл.
2360000,2399999,Курская обл.
2400000,2459999,Брянская обл.
2460000,2499999,Ивановская обл.
2500000,2529999,Калужская обл.
2530000,2569999,Костромская обл.
2570000,2599999,Смоленская обл.
2600000,2649999,Тульская обл.
2650000,2719999,Тверская обл.
2720000,2759999,Владимирская обл.
2760000,2819999,Ярославская обл.
2820000,2999999,Нижегородская обл.
3000000,3059999,Чувашская Республика
3060000,3149999,Республика Татарстан
3150000,3229999,Пензенская обл.
3230000,3239999,Самарская обл.
3240000,3289999,Республика Мордовия
3290000,3299999,Самарская обл.
3300000,3419999,Саратовская обл.
3420000,3449999,Самарская обл.
3450000,3539999,Республика Башкортостан
3540000,3619999,Ульяновская обл.
3620000,3659999,Самарская обл.
3660000,3699999,Республика Марий Эл
3700000,3719999,Самарская обл.
3720000,3769999,Астраханская обл.
3770000,3949999,Волгоградская обл.
3950000,3999999,Республика Калмыкия
4000000,4429999,Ростовская обл.
4430000,4689999,Краснодарский край
4690000,4719999,Республика Адыгея
4720000,4779999,Республика Северная Осетия - Алания
4780000,4869999,Республика Дагестан
4870000,4929999,Республика Кабардино-Балкарская
4930000,4999999,Республика Карачаево-Черкесская
5000000,5079999,Алтайский край
5080000,5089999,Республика Алтай
5090000,5229999,Кемеровская обл.
5230000,5239999,Красноярский край
5240000,5279999,Республика Хакасия
5280000,5289999,Республика Тыва
5290000,5349999,Новосибирская обл.
5350000,5379999,Омская обл.
5380000,5499999,Томская обл.
5500000,5569999,Архангельская обл.
5570000,5649999,Мурманская обл.
5650000,5669999,Новгородская обл.
5670000,5729999,Республика Карелия
5730000,5769999,Псковская обл.
5770000,5939999,г. Санкт-Петербург и Ленинградская область
5940000,5999999,Вологодская обл.
6000000,6199999,Оренбургская обл.
6200000,6999999,г. Москва и Московская область
7000000,7069999,Свердловская обл.
7070000,7079999,Оренбургская обл.
7080000,7129999,Ханты - Мансийский - Югра АО
7130000,7159999,Республика Удмуртская
7160000,7219999,Кировская обл.
7220000,7259999,Курганская обл.
7260000,7339999,Пермский край
7340000,7429999,Тюменская обл.
7430000,7499999,Челябинская обл.
7500000,7749999,Ставропольский край
7750000,7999999,Калининградская обл.
8000000,8099999,Хабаровский край
8100000,8199999,Амурская обл.
8200000,8299999,Хабаровский край
8300000,8399999,Камчатский край
8400000,8799999,Хабаровский край
8800000,8829999,Камчатский край
8830000,8859999,Амурская обл.
8860000,8899999,Хабаровский край
8900000,8929999,Камчатский край
8930000,8959999,Амурская обл.
8960000,8999999,Хабаровский край
9000000,9999999,г. Москва и Московская область
