from,to,region
0,99999,Приморский край
100000,199999,Республика Бурятия
200000,229999,Забайкальский край
400000,419999,Амурская обл.
1000000,1199999,Хабаровский край
1200000,1399999,Приморский край
1400000,1499999,Амурская обл.
1500000,1599999,Еврейская автономная обл.
1600000,1799999,Республика Саха /Якутия/
1800000,1999999,Сахалинская обл.
2000000,2299999,Хабаровский край
2300000,2699999,Приморский край
2700000,2799999,Забайкальский край
2800000,2899999,Сахалинская обл.
2900000,2949999,Иркутская обл.
2950000,2999999,Забайкальский край
3000000,3199999,Хабаровский край
3200000,3399999,Приморский край
3400000,3499999,Амурская обл.
3500000,3599999,Республика Бурятия
3600000,3699999,Республика Саха /Якутия/
3700000,3899999,Забайкальский край
3900000,3999999,Республика Бурятия
4000000,4199999,Хабаровский край
4200000,4399999,Приморский край
4400000,4499999,Амурская обл.
4500000,4599999,Республика Бурятия
4600000,4699999,Республика Саха /Якутия/
4700000,4799999,Забайкальский край
4800000,4999999,Сахалинская обл.
5000000,5199999,Забайкальский край
5200000,5299999,Приморский край
5300000,5499999,Иркутская обл.
5500000,5599999,Республика Бурятия
5600000,5699999,Республика Саха /Якутия/
5700000,5799999,Забайкальский край
5800000,5849999,Амурская обл.
5850000,5899999,Камчатский край
5900000,5999999,Республика Саха /Якутия/
6000000,6399999,Иркутская обл.
6400000,6499999,Еврейская автономная обл.
6500000,6599999,Республика Бурятия
6600000,6649999,Республика Саха /Якутия/
6650000,6699999,Чукотский АО
6700000,6849999,Амурская обл.
6850000,6899999,Камчатский край
6900000,6949999,Магаданская обл.
6950000,6999999,Камчатский край
7000000,7199999,Иркутская обл.
7200000,7399999,Приморский край
7400000,7439999,Еврейская автономная обл.
7440000,7469999,Амурская обл.
7470000,7479999,Еврейская автономная обл.
7480000,7489999,Амурская обл.
7490000,7499999,Еврейская автономная обл.
7500000,7599999,Республика Бурятия
7600000,7699999,Республика Саха /Якутия/
7700000,7799999,Республика Бурятия
7800000,7849999,Камчатский край
7850000,7869999,Чукотский АО
7870000,7889999,Приморский край
7890000,7899999,Чукотский АО
7900000,7949999,Камчатский край
7950000,7959999,Чукотский АО
7960000,7999999,Приморский край
8000000,8199999,Забайкальский край
8200000,8399999,Иркутская обл.
8400000,8499999,Амурская обл.
8500000,8599999,Магаданская обл.
8600000,8799999,Республика Саха /Якутия/
8800000,8899999,Сахалинская обл.
8900000,8949999,Камчатский край
8950000,8999999,Республика Саха /Якутия/
9150000,9159999,Приморский край
9160000,9359999,Хабаровский край
9360000,9459999,Приморский край
9900000,9999999,Иркутская обл.
