from,to,region
0,149999,Иркутская обл.
150000,199999,Еврейская автономная обл.
200000,299999,Камчатский край
300000,399999,Магаданская обл.
400000,499999,Амурская обл.
500000,599999,Республика Бурятия
600000,649999,Амурская обл.
650000,799999,Приморский край
800000,829999,Чукотский АО
830000,999999,Сахалинская обл.
1000000,1199999,Республика Саха /Якутия/
1200000,1499999,Забайкальский край
1500000,2199999,Хабаровский край
2200000,3099999,Республика Саха /Якутия/
3100000,3199999,Хабаровский край
3200000,3499999,Приморский край
3500000,3699999,Забайкальский край
3700000,3799999,Хабаровский край
3800000,3999999,Амурская обл.
4000000,4299999,Хабаровский край
4300000,4599999,Забайкальский край
4600000,5199999,Забайкальский край
5200000,5299999,Забайкальский край
5300000,5329999,Амурская обл.
5330000,5379999,Чукотский АО
5380000,5392999,Амурская обл.
5400000,5499999,Хабаровский край
5500000,6199999,Амурская обл.
6200000,6299999,Камчатский край
6300000,6399999,Республика Бурятия
6400000,6499999,Сахалинская обл.
6500000,7399999,Приморский край
7400000,7699999,Сахалинская обл.
7700000,7799999,Хабаровский край
7800000,7899999,Камчатский край
7900000,7999999,Приморский край
8000000,8099999,Забайкальский край
8100000,8199999,Еврейская автономная обл.
8200000,8299999,Республика Саха /Якутия/
8300000,8499999,Республика Бурятия
8500000,8699999,Магаданская обл.
8700000,9599999,Иркутская обл.
9600000,9799999,Приморский край
9800000,9899999,Республика Бурятия
9900000,9999999,Камчатский край
