from,to,region
0,999,Новосибирская обл.
1000,99999,Алтайский край
100000,149999,Республика Тыва
150000,199999,Красноярский край
200000,299999,Республика Хакасия
300000,349999,Кемеровская область
350000,399999,Омская обл.
400000,400009,г. Москва и Московская область
450000,499999,Омская обл.
500000,529999,Томская обл.
530000,559999,Новосибирская обл.
1000000,1599999,Новосибирская обл.
1600000,1699999,Алтайский край
1700000,1999999,Новосибирская обл.
2000000,2099999,Красноярский край
2100000,2109999,Республика Хакасия
2110000,2119999,Красноярский край
2120000,2199999,Республика Хакасия
2200000,2599999,Новосибирская обл.
2600000,2699999,Республика Тыва
2700000,3229999,Красноярский край
3230000,3239999,Красноярский край
3240000,3429999,Красноярский край
3430000,3439999,Красноярский край
3440000,3469999,Красноярский край
3470000,3479999,Красноярский край
3480000,3799999,Красноярский край
3800000,3899999,Республика Тыва
3900000,3999999,Республика Хакасия
4000000,4499999,Томская обл.
4500000,4549999,Красноярский край
4550000,4569999,Республика Алтай
4570000,4579999,Томская обл.
4580000,4589999,Омская обл.
4590000,4599999,Томская обл.
4600000,4799999,Кемеровская область
4800000,5399999,Кемеровская обл.
5400000,5559999,Республика Тыва
5560000,5579999,Красноярский край
5580000,5599999,Республика Тыва
5600000,5669999,Алтайский край
5670000,5679999,Кемеровская обл.
5680000,5699999,Алтайский край
5700000,5799999,Красноярский край
5800000,5999999,Республика Хакасия
6000000,6199999,Кемеровская обл.
6200000,6399999,Кемеровская область
6400000,6599999,Алтайский край
6600000,6679999,Республика Алтай
6680000,6699999,Красноярский край
6700000,6999999,Омская обл.
7000000,7099999,Новосибирская обл.
7100000,7299999,Алтайский край
7300000,7469999,Новосибирская обл.
7470000,7569999,Алтайский край
7570000,7599999,Красноярский край
7600000,7699999,Омская обл.
7700000,7729999,Красноярский край
7730000,7749999,Омская обл.
7750000,7759999,Новосибирская обл.
7760000,7769999,Алтайский край
7770000,7777999,Новосибирская обл.
7778000,7807999,Алтайский край
7808000,7819999,Новосибирская обл.
7820000,7849999,Красноярский край
7850000,7859999,Новосибирская обл.
7860000,7869999,Алтайский край
7870000,7870999,Новосибирская обл.
7871000,7871999,Омская обл.
7872000,7899999,Новосибирская обл.
7900000,8039999,Алтайский край
8040000,8229999,Красноярский край
8230000,8281999,Омская обл.
8282000,8284999,Волгоградская обл.
8880000,8880999,Ростовская обл.
8881000,8881999,Архангельская обл.
8882000,8882999,Белгородская обл.
8883000,8883999,Брянская обл.
8884000,8884999,Владимирская обл.
8885000,8889999,Ставропольский край
9990000,9999999,Республика Дагестан
