from,to,region
0,169999,г. Санкт-Петербург и Ленинградская область
170000,170999,Республика Карелия
171000,171999,Новгородская обл.
1100000,1104999,Республика Мордовия
1105000,1109999,Кабардино-Балкарская Республика
1110000,1124999,Ставропольский край
1125000,1128999,Мурманская обл.
1129000,1134999,Тверская обл.
1135000,1136999,Республика Ингушетия
1137000,1142999,Архангельская область и Ненецкий автономный округ
1143000,1146999,Калининградская обл.
1147000,1150999,Республика Бурятия
1151000,1154999,Ульяновская обл.
1155000,1157999,Чувашская Республика
1158000,1163999,Кемеровская обл.
1164000,1167999,Рязанская обл.
1168000,1170999,Амурская обл.
1171000,1176999,Астраханская обл.
1177000,1178999,Карачаево-Черкесская Республика
1179000,1181999,Томская обл.
1182000,1184999,Ивановская обл.
1185000,1186999,Республика Чеченская
1187000,1193999,Иркутская обл.
1194000,1195999,Республика Башкортостан
1196000,1199999,Хабаровский край
3000000,3149999,г. Москва и Московская область
3150000,3169999,Белгородская обл.
3170000,3183499,Брянская обл.
3183500,3213499,Владимирская обл.
3213500,3277499,Воронежская обл.
3277500,3292999,Калужская обл.
3293000,3304999,Костромская обл.
3305000,3322999,Курская обл.
3323000,3428999,г. Москва и Московская область
3429000,3446999,Липецкая обл.
3447000,3456999,Орловская обл.
3457000,3472999,Рязанская обл.
3473000,3490999,Смоленская обл.
3491000,3515999,Тамбовская обл.
3516000,3532999,Тверская обл.
3533000,3553999,Тульская обл.
3554000,3608999,Краснодарский край
3609000,3635999,Волгоградская обл.
3636000,3686999,Ростовская обл.
3687000,3688999,Республика Адыгея
3689000,3697999,Республика Бурятия
3698000,3703499,Алтайский край
3703500,3718499,Иркутская обл.
3718500,3734999,Кемеровская обл.
3735000,3752999,Красноярский край
3753000,3754999,г. Норильск|Красноярский край
3755000,3756999,Республика Тыва
3757000,3760999,Республика Хакасия
3761000,3793999,Новосибирская обл.
3794000,3810999,Омская обл.
3811000,3818499,Архангельская область и Ненецкий автономный округ
3818500,3824999,Вологодская обл.
3825000,3830999,Калининградская обл.
3831000,3836999,Республика Карелия
3837000,3844499,Мурманская обл.
3844500,3850999,Республика Коми
3851000,3895999,г. Санкт-Петербург и Ленинградская область
3896000,3901999,Псковская обл.
3902000,3907999,Новгородская обл.
3908000,3909999,Магаданская обл.
3910000,3919999,Томская обл.
3920000,3923999,Приморский край
3924000,3925499,Сахалинская обл.
3925500,3927499,Республика Татарстан
3927500,3933499,Кировская обл.
3933500,3934999,Камчатский край
3935000,3947499,Нижегородская обл.
3947500,3953999,Оренбургская обл.
3954000,3959999,Пензенская обл.
3960000,3967499,Самарская обл.
3967500,3973999,Саратовская обл.
3974000,3978499,Ульяновская обл.
3978500,3980999,Республика Марий Эл
3981000,3985499,Республика Мордовия
3985500,3990999,Удмуртская Республика
3991000,3997999,Чувашская Республика
3998000,3999999,г. Москва и Московская область
5550000,5550999,Республика Башкортостан
5551000,5551999,Астраханская обл.
5552000,5552999,Курганская обл.
5553000,5553999,Омская обл.
5554000,5554999,Забайкальский край
5555000,5557499,Республика Татарстан
5557500,5558499,Томская обл.
5558500,5559999,Краснодарский край
7770000,7779999,г. Москва и Московская область
8880000,8880999,Самарская обл.
8881000,8881999,Саратовская обл.
8882000,8882999,Ульяновская обл.
8883000,8883999,Приморский край
8884000,8884999,Иркутская обл.
8885000,8885999,Ханты - Мансийский - Югра АО
8886000,8886999,Ямало-Ненецкий АО
8887000,8887499,Вологодская обл.
8887500,8889999,Приморский край
9100000,9199999,г. Санкт-Петербург и Ленинградская область
9900000,9939999,г. Санкт-Петербург и Ленинградская область
9940000,9949999,Архангельская область и Ненецкий автономный округ
9950000,9999999,г. Санкт-Петербург и Ленинградская область
