from,to,region
0,99999,Ульяновская обл.
100000,149999,Республика Хакасия
150000,199999,Республика Марий Эл
400000,499999,Саратовская обл.
500000,799999,Приморский край
800000,899999,Пензенская обл.
900000,999999,Волгоградская обл.
1000000,1099999,Республика Марий Эл
1100000,1199999,Астраханская обл.
1200000,1239999,Ульяновская обл.
1240000,1249999,Республика Марий Эл
1250000,1299999,Ульяновская обл.
1300000,1399999,Мурманская обл.
1400000,1469999,Алтайский край
1470000,1499999,Новгородская обл.
1500000,1500068,Свердловская обл.
1500069,1500069,Свердловская обл.
1500070,1500128,Свердловская обл.
1500129,1500129,Свердловская обл.
1500130,1500138,Свердловская обл.
1500139,1500139,Свердловская обл.
1500140,1500141,Свердловская обл.
1500142,1500142,Свердловская обл.
1500143,1500143,Свердловская обл.
1500144,1500144,Свердловская обл.
1500145,1500174,Свердловская обл.
1500175,1500175,Свердловская обл.
1500176,1500197,Свердловская обл.
1500198,1500198,Свердловская обл.
1500199,1500203,Свердловская обл.
1500204,1500204,Свердловская обл.
1500205,1500209,Свердловская обл.
1500210,1500210,Свердловская обл.
1500211,1500213,Свердловская обл.
1500214,1500214,Свердловская обл.
1500215,1500231,Свердловская обл.
1500232,1500232,Свердловская обл.
1500233,1500242,Свердловская обл.
1500243,1500243,Свердловская обл.
1500244,1500254,Свердловская обл.
1500255,1500255,Свердловская обл.
1500256,1500304,Свердловская обл.
1500305,1500305,Свердловская обл.
1500306,1500432,Свердловская обл.
1500433,1500433,Свердловская обл.
1500434,1500885,Свердловская обл.
1500886,1500886,Свердловская обл.
1500887,1500960,Свердловская обл.
1500961,1500961,Свердловская обл.
1500962,1501004,Свердловская обл.
1501005,1501005,Свердловская обл.
1501006,1501027,Свердловская обл.
1501028,1501028,Свердловская обл.
1501029,1501035,Свердловская обл.
1501036,1501036,Свердловская обл.
1501037,1501037,Свердловская обл.
1501038,1501038,Свердловская обл.
1501039,1501056,Свердловская обл.
1501057,1501057,Свердловская обл.
1501058,1501062,Свердловская обл.
1501063,1501063,Свердловская обл.
1501064,1501125,Свердловская обл.
1501126,1501126,Свердловская обл.
1501127,1501136,Свердловская обл.
1501137,1501137,Свердловская обл.
1501138,1501140,Свердловская обл.
1501141,1501141,Свердловская обл.
1501142,1501208,Свердловская обл.
1501209,1501209,Свердловская обл.
1501210,1501254,Свердловская обл.
1501255,1501255,Свердловская обл.
1501256,1501272,Свердловская обл.
1501273,1501273,Свердловская обл.
1501274,1501311,Свердловская обл.
1501312,1501312,Свердловская обл.
1501313,1501350,Свердловская обл.
1501351,1501351,Свердловская обл.
1501352,1501391,Свердловская обл.
1501392,1501392,Свердловская обл.
1501393,1501435,Свердловская обл.
1501436,1501436,Свердловская обл.
1501437,1501456,Свердловская обл.
1501457,1501457,Свердловская обл.
1501458,1501471,Свердловская обл.
1501472,1501472,Свердловская обл.
1501473,1501514,Свердловская обл.
1501515,1501515,Свердловская обл.
1501516,1501603,Свердловская обл.
1501604,1501604,Свердловская обл.
1501605,1501681,Свердловская обл.
1501682,1501682,Свердловская обл.
1501683,1501716,Свердловская обл.
1501717,1501717,Свердловская обл.
1501718,1501877,Свердловская обл.
1501878,1501878,Свердловская обл.
1501879,1501932,Свердловская обл.
1501933,1501933,Свердловская обл.
1501934,1501944,Свердловская обл.
1501945,1501945,Свердловская обл.
1501946,1501974,Свердловская обл.
1501975,1501975,Свердловская обл.
1501976,1501982,Свердловская обл.
1501983,1501983,Свердловская обл.
1501984,1502003,Свердловская обл.
1502004,1502004,Свердловская обл.
1502005,1502077,Свердловская обл.
1502078,1502078,Свердловская обл.
1502079,1502135,Свердловская обл.
1502136,1502136,Свердловская обл.
1502137,1502154,Свердловская обл.
1502155,1502155,Свердловская обл.
1502156,1502192,Свердловская обл.
1502193,1502193,Свердловская обл.
1502194,1502208,Свердловская обл.
1502209,1502209,Свердловская обл.
1502210,1502223,Свердловская обл.
1502224,1502224,Свердловская обл.
1502225,1502271,Свердловская обл.
1502272,1502272,Свердловская обл.
1502273,1502295,Свердловская обл.
1502296,1502296,Свердловская обл.
1502297,1502305,Свердловская обл.
1502306,1502306,Свердловская обл.
1502307,1502321,Свердловская обл.
1502322,1502322,Свердловская обл.
1502323,1502348,Свердловская обл.
1502349,1502349,Свердловская обл.
1502350,1502409,Свердловская обл.
1502410,1502410,Свердловская обл.
1502411,1502411,Свердловская обл.
1502412,1502460,Свердловская обл.
1502461,1502461,Свердловская обл.
1502462,1502680,Свердловская обл.
1502681,1502681,Свердловская обл.
1502682,1502825,Свердловская обл.
1502826,1502826,Свердловская обл.
1502827,1502901,Свердловская обл.
1502902,1502902,Свердловская обл.
1502903,1502910,Свердловская обл.
1502911,1502911,Свердловская обл.
1502912,1502919,Свердловская обл.
1502920,1502920,Свердловская обл.
1502921,1502939,Свердловская обл.
1502940,1502940,Свердловская обл.
1502941,1502947,Свердловская обл.
1502948,1502948,Свердловская обл.
1502949,1502952,Свердловская обл.
1502953,1502953,Свердловская обл.
1502954,1502956,Свердловская обл.
1502957,1502957,Свердловская обл.
1502958,1502959,Свердловская обл.
1502960,1502960,Свердловская обл.
1502961,1502964,Свердловская обл.
1502965,1502965,Свердловская обл.
1502966,1502970,Свердловская обл.
1502971,1502972,Свердловская обл.
1502973,1502979,Свердловская обл.
1502980,1502980,Свердловская обл.
1502981,1502988,Свердловская обл.
1502989,1502989,Свердловская обл.
1502990,1503000,Свердловская обл.
1503001,1503001,Свердловская обл.
1503002,1503003,Свердловская обл.
1503004,1503005,Свердловская обл.
1503006,1503010,Свердловская обл.
1503011,1503012,Свердловская обл.
1503013,1503013,Свердловская обл.
1503014,1503015,Свердловская обл.
1503016,1503016,Свердловская обл.
1503017,1503017,Свердловская обл.
1503018,1503018,Свердловская обл.
1503019,1503022,Свердловская обл.
1503023,1503023,Свердловская обл.
1503024,1503030,Свердловская обл.
1503031,1503031,Свердловская обл.
1503032,1503034,Свердловская обл.
1503035,1503036,Свердловская обл.
1503037,1503106,Свердловская обл.
1503107,1503107,Свердловская обл.
1503108,1503183,Свердловская обл.
1503184,1503184,Свердловская обл.
1503185,1503211,Свердловская обл.
1503212,1503212,Свердловская обл.
1503213,1503225,Свердловская обл.
1503226,1503226,Свердловская обл.
1503227,1503227,Свердловская обл.
1503228,1503249,Свердловская обл.
1503250,1503250,Свердловская обл.
1503251,1503340,Свердловская обл.
1503341,1503341,Свердловская обл.
1503342,1503350,Свердловская обл.
1503351,1503351,Свердловская обл.
1503352,1503410,Свердловская обл.
1503411,1503411,Свердловская обл.
1503412,1503434,Свердловская обл.
1503435,1503435,Свердловская обл.
1503436,1503451,Свердловская обл.
1503452,1503452,Свердловская обл.
1503453,1503465,Свердловская обл.
1503466,1503466,Свердловская обл.
1503467,1503474,Свердловская обл.
1503475,1503475,Свердловская обл.
1503476,1503488,Свердловская обл.
1503489,1503489,Свердловская обл.
1503490,1503490,Свердловская обл.
1503491,1503491,Свердловская обл.
1503492,1503498,Свердловская обл.
1503499,1503499,Свердловская обл.
1503500,1503500,Свердловская обл.
1503501,1503501,Свердловская обл.
1503502,1503521,Свердловская обл.
1503522,1503522,Свердловская обл.
1503523,1503533,Свердловская обл.
1503534,1503534,Свердловская обл.
1503535,1503537,Свердловская обл.
1503538,1503538,Свердловская обл.
1503539,1503540,Свердловская обл.
1503541,1503541,Свердловская обл.
1503542,1503551,Свердловская обл.
1503552,1503552,Свердловская обл.
1503553,1503553,Свердловская обл.
1503554,1503554,Свердловская обл.
1503555,1503631,Свердловская обл.
1503632,1503632,Свердловская обл.
1503633,1503643,Свердловская обл.
1503644,1503644,Свердловская обл.
1503645,1503682,Свердловская обл.
1503683,1503683,Свердловская обл.
1503684,1503745,Свердловская обл.
1503746,1503746,Свердловская обл.
1503747,1503796,Свердловская обл.
1503797,1503798,Свердловская обл.
1503799,1503803,Свердловская обл.
1503804,1503804,Свердловская обл.
1503805,1503814,Свердловская обл.
1503815,1503815,Свердловская обл.
1503816,1503817,Свердловская обл.
1503818,1503818,Свердловская обл.
1503819,1503835,Свердловская обл.
1503836,1503836,Свердловская обл.
1503837,1503850,Свердловская обл.
1503851,1503851,Свердловская обл.
1503852,1503866,Свердловская обл.
1503867,1503867,Свердловская обл.
1503868,1503897,Свердловская обл.
1503898,1503898,Свердловская обл.
1503899,1503903,Свердловская обл.
1503904,1503904,Свердловская обл.
1503905,1503907,Свердловская обл.
1503908,1503909,Свердловская обл.
1503910,1503931,Свердловская обл.
1503932,1503932,Свердловская обл.
1503933,1503941,Свердловская обл.
1503942,1503942,Свердловская обл.
1503943,1503953,Свердловская обл.
1503954,1503954,Свердловская обл.
1503955,1503955,Свердловская обл.
1503956,1503956,Свердловская обл.
1503957,1503976,Свердловская обл.
1503977,1503977,Свердловская обл.
1503978,1503989,Свердловская обл.
1503990,1503991,Свердловская обл.
1503992,1503994,Свердловская обл.
1503995,1503995,Свердловская обл.
1503996,1504865,Свердловская обл.
1504866,1504866,Свердловская обл.
1504867,1504887,Свердловская обл.
1504888,1504888,Свердловская обл.
1504889,1504897,Свердловская обл.
1504898,1504898,Свердловская обл.
1504899,1504915,Свердловская обл.
1504916,1504916,Свердловская обл.
1504917,1504929,Свердловская обл.
1504930,1504930,Свердловская обл.
1504931,1504931,Свердловская обл.
1504932,1504934,Свердловская обл.
1504935,1504947,Свердловская обл.
1504948,1504948,Свердловская обл.
1504949,1505024,Свердловская обл.
1505025,1505025,Свердловская обл.
1505026,1505072,Свердловская обл.
1505073,1505073,Свердловская обл.
1505074,1505079,Свердловская обл.
1505080,1505080,Свердловская обл.
1505081,1505084,Свердловская обл.
1505085,1505085,Свердловская обл.
1505086,1505096,Свердловская обл.
1505097,1505097,Свердловская обл.
1505098,1505102,Свердловская обл.
1505103,1505103,Свердловская обл.
1505104,1505106,Свердловская обл.
1505107,1505107,Свердловская обл.
1505108,1505109,Свердловская обл.
1505110,1505110,Свердловская обл.
1505111,1505114,Свердловская обл.
1505115,1505115,Свердловская обл.
1505116,1505120,Свердловская обл.
1505121,1505122,Свердловская обл.
1505123,1505139,Свердловская обл.
1505140,1505140,Свердловская обл.
1505141,1505142,Свердловская обл.
1505143,1505143,Свердловская обл.
1505144,1505158,Свердловская обл.
1505159,1505159,Свердловская обл.
1505160,1505169,Свердловская обл.
1505170,1505170,Свердловская обл.
1505171,1505171,Свердловская обл.
1505172,1505172,Свердловская обл.
1505173,1505193,Свердловская обл.
1505194,1505194,Свердловская обл.
1505195,1505209,Свердловская обл.
1505210,1505210,Свердловская обл.
1505211,1505219,Свердловская обл.
1505220,1505220,Свердловская обл.
1505221,1505241,Свердловская обл.
1505242,1505242,Свердловская обл.
1505243,1505243,Свердловская обл.
1505244,1505244,Свердловская обл.
1505245,1505279,Свердловская обл.
1505280,1505280,Свердловская обл.
1505281,1505292,Свердловская обл.
1505293,1505293,Свердловская обл.
1505294,1505297,Свердловская обл.
1505298,1505298,Свердловская обл.
1505299,1505307,Свердловская обл.
1505308,1505308,Свердловская обл.
1505309,1505310,Свердловская обл.
1505311,1505311,Свердловская обл.
1505312,1505313,Свердловская обл.
1505314,1505314,Свердловская обл.
1505315,1505366,Свердловская обл.
1505367,1505367,Свердловская обл.
1505368,1505375,Свердловская обл.
1505376,1505376,Свердловская обл.
1505377,1505384,Свердловская обл.
1505385,1505385,Свердловская обл.
