from,to,region
0,299999,Свердловская обл.
300000,300999,Курганская обл.
301000,301999,Пермский край
302000,303999,Ямало-Ненецкий АО
304000,305499,Свердловская область
306000,308999,Волгоградская обл.
2000000,2499999,Пермский край
2500000,2503999,Пермский край
2800000,2899999,Вологодская обл.
2900000,2999999,Псковская обл.
3000000,3010299,Тюменская обл.
3010300,3010300,Тюменская обл.
3010301,3027211,Тюменская обл.
3027212,3027212,Тюменская обл.
3027213,3040812,Тюменская обл.
3040813,3040813,Тюменская обл.
3040814,3062965,Тюменская обл.
3062966,3062966,Тюменская обл.
3062967,3063035,Тюменская обл.
3063036,3063036,Тюменская обл.
3063037,3063655,Тюменская обл.
3063656,3063656,Тюменская обл.
3063657,3064655,Тюменская обл.
3064656,3064656,Тюменская обл.
3064657,3065075,Тюменская обл.
3065076,3065076,Тюменская обл.
3065077,3065085,Тюменская обл.
3065086,3065086,Тюменская обл.
3065087,3065095,Тюменская обл.
3065096,3065096,Тюменская обл.
3065097,3065155,Тюменская обл.
3065156,3065156,Тюменская обл.
3065157,3066098,Тюменская обл.
3066099,3066099,Тюменская обл.
3066100,3066143,Тюменская обл.
3066144,3066144,Тюменская обл.
3066145,3068605,Тюменская обл.
3068606,3068606,Тюменская обл.
3068607,3069065,Тюменская обл.
3069066,3069066,Тюменская обл.
3069067,3069095,Тюменская обл.
3069096,3069096,Тюменская обл.
3069097,3199999,Тюменская обл.
3200000,3200499,Тюменская область
3300000,3499999,Свердловская обл.
3500000,3699999,Ханты - Мансийский - Югра АО
3700000,3702499,Ханты - Мансийский - Югра АО
4000000,4000004,Ямало-Ненецкий АО
4000005,4000005,Ямало-Ненецкий АО
4000006,4000006,Ямало-Ненецкий АО
4000007,4000007,Ямало-Ненецкий АО
4000008,4000032,Ямало-Ненецкий АО
4000033,4000033,Ямало-Ненецкий АО
4000034,4000043,Ямало-Ненецкий АО
4000044,4000044,Ямало-Ненецкий АО
4000045,4000076,Ямало-Ненецкий АО
4000077,4000077,Ямало-Ненецкий АО
4000078,4000087,Ямало-Ненецкий АО
4000088,4000088,Ямало-Ненецкий АО
4000089,4000098,Ямало-Ненецкий АО
