from,to,region
0,59999,Белгородская обл.
60000,119999,Воронежская обл.
120000,149999,Липецкая обл.
150000,209999,Тамбовская обл.
210000,269999,Брянская обл.
270000,319999,Владимирская обл.
320000,349999,Калужская обл.
350000,379999,Курская обл.
380000,589999,Нижегородская обл.
590000,639999,Орловская обл.
640000,699999,Рязанская обл.
700000,749999,Тульская обл.
750000,799999,Ярославская обл.
800000,849999,Смоленская обл.
850000,899999,Ивановская обл.
900000,949999,Костромская обл.
950000,999999,Тверская обл.
1000000,1199999,г. Санкт-Петербург и Ленинградская область
1200000,1259999,Вологодская обл.
1260000,1299999,г. Санкт-Петербург и Ленинградская область
1300000,1399999,Псковская обл.
1400000,1499999,Архангельская область и Ненецкий автономный округ
1500000,1509999,Вологодская обл.
1510000,1599999,г. Санкт-Петербург и Ленинградская область
1600000,1699999,Калининградская обл.
1700000,1759999,Республика Карелия
1760000,1799999,г. Санкт-Петербург и Ленинградская область
1800000,1899999,Мурманская обл.
1900000,1999999,Новгородская обл.
2000000,2009999,Тюменская обл.
2010000,2019999,Оренбургская обл.
2020000,2029999,Свердловская обл.
2030000,2039999,Пермский край
2040000,2049999,Ханты - Мансийский - Югра АО
2050000,2059999,Республика Коми
2060000,2069999,Курганская обл.
2070000,2079999,Челябинская обл.
2080000,2089999,Ямало-Ненецкий АО
2090000,2099999,Кировская обл.
2100000,2109999,Удмуртская Республика
2110000,2249999,Свердловская обл.
2250000,2299999,Курганская обл.
2300000,2349999,Пермский край
2350000,2399999,Челябинская обл.
2400000,2499999,Ханты - Мансийский - Югра АО
2500000,2599999,Ямало-Ненецкий АО
2600000,2699999,Тюменская обл.
2700000,2749999,Челябинская обл.
2750000,2799999,Удмуртская Республика
2800000,2849999,Оренбургская обл.
2850000,2899999,Республика Коми
2900000,2919999,Кировская обл.
2920000,2999999,Ханты - Мансийский - Югра АО
3000000,3004999,Кемеровская обл.
3005000,3009999,Красноярский край
3010000,3014999,Омская обл.
3015000,3019999,Красноярский край
3020000,3029999,Томская обл.
3030000,3039999,Новосибирская обл.
3040000,3059999,Республика Алтай
3060000,3099999,Красноярский край
3100000,3109999,Алтайский край
3110000,3119999,Республика Алтай
3120000,3129999,Республика Хакасия
3130000,3139999,Красноярский край
3140000,3179999,Республика Тыва
3180000,3199999,Республика Хакасия
3200000,3219999,Красноярский край
3220000,3309999,Алтайский край
3310000,3399999,Красноярский край
3400000,3404999,Кемеровская обл.
3405000,3409999,Красноярский край
3410000,3424999,Кемеровская обл.
3425000,3429999,Республика Хакасия
3430000,3439999,Алтайский край
3440000,3444999,Кемеровская обл.
3445000,3449999,Республика Хакасия
3450000,3499999,Алтайский край
3500000,3549999,Кемеровская область
3550000,3579999,Красноярский край
3580000,3589999,Республика Тыва
3590000,3599999,Кемеровская область
3600000,3699999,Омская обл.
3700000,3749999,Томская обл.
3750000,3799999,Алтайский край
3800000,3899999,Новосибирская обл.
3900000,3999999,Алтайский край
4000000,4199999,Хабаровский край
4200000,4299999,Приморский край
4300000,4399999,Иркутская обл.
4400000,4499999,Сахалинская обл.
4500000,4549999,Магаданская обл.
4550000,4599999,Камчатский край
4600000,4699999,Республика Саха /Якутия/
4700000,4749999,Республика Бурятия
4750000,4799999,Амурская обл.
4800000,4899999,Забайкальский край
4900000,4919999,Амурская обл.
4920000,4929999,Еврейская автономная обл.
4930000,4949999,Амурская обл.
4950000,4969999,Приморский край
4970000,4979999,Чукотский АО
4980000,4999999,Приморский край
5000000,6999999,г. Москва и Московская область
7000000,7199999,Самарская обл.
7200000,7299999,Республика Татарстан
7300000,7319999,Республика Калмыкия
7320000,7349999,Республика Марий Эл
7350000,7399999,Чувашская Республика
7400000,7449999,Астраханская обл.
7450000,7499999,Республика Мордовия
7500000,7599999,Республика Башкортостан
7600000,7649999,Республика Татарстан
7650000,7699999,Пензенская обл.
7700000,7799999,Саратовская обл.
7800000,7899999,Волгоградская обл.
7900000,7999999,Ульяновская обл.
8000000,8029999,Ростовская обл.
8130000,8219999,Ростовская обл.
8220000,8529999,Краснодарский край
8530000,8549999,г. Сочи|Краснодарский край
8550000,8589999,Ставропольский край
8590000,8609999,Карачаево-Черкесская Республика
8610000,8629999,Республика Адыгея
8630000,8649999,Республика Северная Осетия - Алания
8650000,8839999,Республика Дагестан
8840000,8859999,Республика Кабардино-Балкарская
8860000,8869999,Республика Ингушетия
8870000,8999999,Чеченская Республика
9000000,9999999,г. Москва и Московская область
