from,to,region
0,9999,Республика Коми
30000,79999,Удмуртская Республика
80000,99999,Кировская обл.
100000,299999,Удмуртская Республика
300000,529999,Свердловская обл.
530000,559999,Удмуртская Республика
560000,589999,Кировская обл.
590000,619999,Пермский край
620000,649999,Курганская обл.
650000,679999,Оренбургская обл.
680000,709999,Пермский край
710000,739999,Ямало-Ненецкий АО
740000,749999,Республика Коми
750000,750999,Курганская обл.
751000,755999,Пермский край
756000,757999,Свердловская обл.
758000,759999,Тюменская обл.
760000,761999,Ханты - Мансийский - Югра АО
762000,766999,Челябинская обл.
770000,799999,Тюменская обл.
800000,809999,Ханты - Мансийский - Югра АО
810000,859999,Челябинская обл.
860000,899999,Ханты - Мансийский - Югра АО
930000,939999,Ханты - Мансийский - Югра АО
940000,959999,Республика Коми
1000000,1999999,Республика Коми
2000000,2999999,Свердловская обл.
3000000,3299999,Челябинская обл.
3300000,3399999,Кировская обл.
3400000,3599999,Оренбургская обл.
3600000,3799999,Кировская обл.
3800000,3999999,Тюменская обл.
4000000,4099999,Челябинская обл.
4100000,4199999,Ханты - Мансийский - Югра АО
4200000,4399999,Ямало-Ненецкий АО
4400000,4699999,Удмуртская Республика
4700000,4799999,Челябинская обл.
4800000,4999999,Пермский край
5000000,5099999,Республика Коми
5100000,5199999,Ханты - Мансийский - Югра АО
5200000,5299999,Курганская обл.
5300000,5399999,Ханты - Мансийский - Югра АО
5400000,5699999,Республика Коми
5700000,5799999,Курганская обл.
5800000,5999999,Пермский край
6000000,6999999,Свердловская обл.
7000000,7399999,Кировская обл.
7400000,7699999,Удмуртская Республика
7700000,7799999,Челябинская обл.
7800000,7899999,Пермский край
7900000,8099999,Челябинская обл.
8100000,8199999,Ханты - Мансийский - Югра АО
8200000,8299999,Кировская обл.
8300000,8399999,Курганская обл.
8400000,8499999,Оренбургская обл.
8500000,8599999,Удмуртская Республика
8600000,8699999,Республика Коми
8700000,8799999,Удмуртская Республика
8800000,8899999,Пермский край
8900000,8999999,Челябинская обл.
9000000,9099999,Ханты - Мансийский - Югра АО
9100000,9199999,Ямало-Ненецкий АО
9200000,9299999,Тюменская обл.
9300000,9399999,Ханты - Мансийский - Югра АО
9400000,9699999,Республика Коми
9700000,9799999,Курганская обл.
9800000,9899999,Пермский край
9900000,9999999,Тюменская обл.
